x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,UTC_DATE,UTC_YEAR,UTC_MONTH,UTC_DAY,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WEATHER_ENG_DESC,WEATHER_FRE_DESC,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.14,2022-07-07 14:00:00,ON,2022,7,7,14,2022-07-07T19:00:00,2022,7,7,23.4,,14.7,,27,,0,,58,,100.7,,16.1,,NA,ND,,,11,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.15,2022-07-07 15:00:00,ON,2022,7,7,15,2022-07-07T20:00:00,2022,7,7,23.4,,,M,,,0,,,M,100.66,,16.1,,NA,ND,,,13,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.16,2022-07-07 16:00:00,ON,2022,7,7,16,2022-07-07T21:00:00,2022,7,7,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,13,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.17,2022-07-07 17:00:00,ON,2022,7,7,17,2022-07-07T22:00:00,2022,7,7,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,13,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.18,2022-07-07 18:00:00,ON,2022,7,7,18,2022-07-07T23:00:00,2022,7,7,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,9,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.19,2022-07-07 19:00:00,ON,2022,7,7,19,2022-07-08T00:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,7,,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.20,2022-07-07 20:00:00,ON,2022,7,7,20,2022-07-08T01:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,0,,0,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.21,2022-07-07 21:00:00,ON,2022,7,7,21,2022-07-08T02:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,32,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.22,2022-07-07 22:00:00,ON,2022,7,7,22,2022-07-08T03:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,36,,13,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.7.23,2022-07-07 23:00:00,ON,2022,7,7,23,2022-07-08T04:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,,M,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.0,2022-07-08 00:00:00,ON,2022,7,8,0,2022-07-08T05:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,24,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.1,2022-07-08 01:00:00,ON,2022,7,8,1,2022-07-08T06:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,23,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.2,2022-07-08 02:00:00,ON,2022,7,8,2,2022-07-08T07:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,25,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.3,2022-07-08 03:00:00,ON,2022,7,8,3,2022-07-08T08:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,25,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.4,2022-07-08 04:00:00,ON,2022,7,8,4,2022-07-08T09:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,26,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.5,2022-07-08 05:00:00,ON,2022,7,8,5,2022-07-08T10:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,25,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.6,2022-07-08 06:00:00,ON,2022,7,8,6,2022-07-08T11:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,28,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.7,2022-07-08 07:00:00,ON,2022,7,8,7,2022-07-08T12:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,30,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.8,2022-07-08 08:00:00,ON,2022,7,8,8,2022-07-08T13:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,21,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.9,2022-07-08 09:00:00,ON,2022,7,8,9,2022-07-08T14:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,17,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.10,2022-07-08 10:00:00,ON,2022,7,8,10,2022-07-08T15:00:00,2022,7,8,21.6,,16.5,,27,,0,,72,,100.77,,16.1,,NA,ND,,,18,,13,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.11,2022-07-08 11:00:00,ON,2022,7,8,11,2022-07-08T16:00:00,2022,7,8,22.2,,15.2,,26,,0,,64,,100.77,,16.1,,NA,ND,,,17,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.12,2022-07-08 12:00:00,ON,2022,7,8,12,2022-07-08T17:00:00,2022,7,8,23.1,,15.0,,27,,0,,60,,100.75,,16.1,,NA,ND,,,11,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.13,2022-07-08 13:00:00,ON,2022,7,8,13,2022-07-08T18:00:00,2022,7,8,23.0,,16.2,,28,,0,,65,,100.75,,16.1,,NA,ND,,,6,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.14,2022-07-08 14:00:00,ON,2022,7,8,14,2022-07-08T19:00:00,2022,7,8,25.2,,17.2,,31,,0,,61,,100.73,,16.1,,NA,ND,,,6,,13,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.15,2022-07-08 15:00:00,ON,2022,7,8,15,2022-07-08T20:00:00,2022,7,8,24.7,,,M,,,0,,,M,100.72,,16.1,,NA,ND,,,14,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.16,2022-07-08 16:00:00,ON,2022,7,8,16,2022-07-08T21:00:00,2022,7,8,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,31,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.17,2022-07-08 17:00:00,ON,2022,7,8,17,2022-07-08T22:00:00,2022,7,8,26.3,,15.5,,31,,0,,51,,100.73,,16.1,,NA,ND,,,32,,21,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.18,2022-07-08 18:00:00,ON,2022,7,8,18,2022-07-08T23:00:00,2022,7,8,26.1,,13.7,,29,,0,,46,,100.75,,16.1,,NA,ND,,,33,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.19,2022-07-08 19:00:00,ON,2022,7,8,19,2022-07-09T00:00:00,2022,7,9,24.5,,,M,,,0,,,M,100.81,,16.1,,NA,ND,,,35,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.20,2022-07-08 20:00:00,ON,2022,7,8,20,2022-07-09T01:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,33,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.21,2022-07-08 21:00:00,ON,2022,7,8,21,2022-07-09T02:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,34,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.22,2022-07-08 22:00:00,ON,2022,7,8,22,2022-07-09T03:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,34,,13,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.8.23,2022-07-08 23:00:00,ON,2022,7,8,23,2022-07-09T04:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,34,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.0,2022-07-09 00:00:00,ON,2022,7,9,0,2022-07-09T05:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,36,,18,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.1,2022-07-09 01:00:00,ON,2022,7,9,1,2022-07-09T06:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,1,,22,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.2,2022-07-09 02:00:00,ON,2022,7,9,2,2022-07-09T07:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,3,,30,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.3,2022-07-09 03:00:00,ON,2022,7,9,3,2022-07-09T08:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,3,,21,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.4,2022-07-09 04:00:00,ON,2022,7,9,4,2022-07-09T09:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,4,,32,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.5,2022-07-09 05:00:00,ON,2022,7,9,5,2022-07-09T10:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,4,,35,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.6,2022-07-09 06:00:00,ON,2022,7,9,6,2022-07-09T11:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,3,,24,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.7,2022-07-09 07:00:00,ON,2022,7,9,7,2022-07-09T12:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,3,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.8,2022-07-09 08:00:00,ON,2022,7,9,8,2022-07-09T13:00:00,2022,7,9,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,4,,26,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.9,2022-07-09 09:00:00,ON,2022,7,9,9,2022-07-09T14:00:00,2022,7,9,19.5,,9.3,,,,0,,51,,101.31,,16.1,,NA,ND,,,9,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.10,2022-07-09 10:00:00,ON,2022,7,9,10,2022-07-09T15:00:00,2022,7,9,19.7,,9.7,,,,0,,52,,101.31,,16.1,,NA,ND,,,11,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.11,2022-07-09 11:00:00,ON,2022,7,9,11,2022-07-09T16:00:00,2022,7,9,18.9,,10.5,,,,0,,58,,101.32,,16.1,,NA,ND,,,9,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.12,2022-07-09 12:00:00,ON,2022,7,9,12,2022-07-09T17:00:00,2022,7,9,19.9,,11.5,,,,0,,58,,101.3,,16.1,,NA,ND,,,13,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.13,2022-07-09 13:00:00,ON,2022,7,9,13,2022-07-09T18:00:00,2022,7,9,19.4,,11.3,,,,0,,59,,101.31,,16.1,,NA,ND,,,12,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.14,2022-07-09 14:00:00,ON,2022,7,9,14,2022-07-09T19:00:00,2022,7,9,19.9,,13.0,,,,0,,64,,101.26,,16.1,,NA,ND,,,16,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.15,2022-07-09 15:00:00,ON,2022,7,9,15,2022-07-09T20:00:00,2022,7,9,19.8,,12.3,,,,0,,62,,101.25,,16.1,,NA,ND,,,16,,13,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.16,2022-07-09 16:00:00,ON,2022,7,9,16,2022-07-09T21:00:00,2022,7,9,20.5,,11.8,,,,0,,57,,101.24,,16.1,,NA,ND,,,14,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.17,2022-07-09 17:00:00,ON,2022,7,9,17,2022-07-09T22:00:00,2022,7,9,20.7,,10.3,,,,0,,51,,101.2,,16.1,,NA,ND,,,12,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.18,2022-07-09 18:00:00,ON,2022,7,9,18,2022-07-09T23:00:00,2022,7,9,20.9,,8.7,,,,0,,45,,101.18,,16.1,,NA,ND,,,15,,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.19,2022-07-09 19:00:00,ON,2022,7,9,19,2022-07-10T00:00:00,2022,7,10,18.9,,12.5,,,,0,,66,,101.17,,16.1,,NA,ND,,,25,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.20,2022-07-09 20:00:00,ON,2022,7,9,20,2022-07-10T01:00:00,2022,7,10,18.7,,11.0,,,,0,,60,,101.14,,16.1,,NA,ND,,,22,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.21,2022-07-09 21:00:00,ON,2022,7,9,21,2022-07-10T02:00:00,2022,7,10,17.5,,,M,,,0,,,M,101.14,,16.1,,NA,ND,,,25,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.22,2022-07-09 22:00:00,ON,2022,7,9,22,2022-07-10T03:00:00,2022,7,10,,M,,M,,,0,,,M,,M,14.5,,NA,ND,,,25,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.9.23,2022-07-09 23:00:00,ON,2022,7,9,23,2022-07-10T04:00:00,2022,7,10,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,27,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.0,2022-07-10 00:00:00,ON,2022,7,10,0,2022-07-10T05:00:00,2022,7,10,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,26,,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.1,2022-07-10 01:00:00,ON,2022,7,10,1,2022-07-10T06:00:00,2022,7,10,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,,M,4,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.2,2022-07-10 02:00:00,ON,2022,7,10,2,2022-07-10T07:00:00,2022,7,10,,M,,M,,,0,,,M,,M,16.1,,NA,ND,,,18,,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.3,2022-07-10 03:00:00,ON,2022,7,10,3,2022-07-10T08:00:00,2022,7,10,16.7,,,M,,,0,,,M,101.2,,16.1,,NA,ND,,,26,,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.4,2022-07-10 04:00:00,ON,2022,7,10,4,2022-07-10T09:00:00,2022,7,10,14.5,,10.2,,,,0,,75,,101.15,,16.1,,NA,ND,,,25,,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.5,2022-07-10 05:00:00,ON,2022,7,10,5,2022-07-10T10:00:00,2022,7,10,14.2,,10.6,,,,0,,79,,101.15,,16.1,,NA,ND,,,29,,5,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.6,2022-07-10 06:00:00,ON,2022,7,10,6,2022-07-10T11:00:00,2022,7,10,16.3,,11.2,,,,0,,72,,101.14,,16.1,,NA,ND,,,28,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.7,2022-07-10 07:00:00,ON,2022,7,10,7,2022-07-10T12:00:00,2022,7,10,17.8,,12.1,,,,0,,69,,101.17,,16.1,,NA,ND,,,26,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.8,2022-07-10 08:00:00,ON,2022,7,10,8,2022-07-10T13:00:00,2022,7,10,19.1,,10.7,,,,0,,58,,101.19,,16.1,,NA,ND,,,26,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.9,2022-07-10 09:00:00,ON,2022,7,10,9,2022-07-10T14:00:00,2022,7,10,19.9,,11.9,,,,0,,59,,101.15,,16.1,,NA,ND,,,26,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.10,2022-07-10 10:00:00,ON,2022,7,10,10,2022-07-10T15:00:00,2022,7,10,20.3,,13.6,,,,0,,65,,101.12,,16.1,,NA,ND,,,26,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.11,2022-07-10 11:00:00,ON,2022,7,10,11,2022-07-10T16:00:00,2022,7,10,20.4,,14.2,,,,0,,67,,101.1,,16.1,,NA,ND,,,19,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.12,2022-07-10 12:00:00,ON,2022,7,10,12,2022-07-10T17:00:00,2022,7,10,21.7,,14.5,,25,,0,,63,,101.05,,16.1,,NA,ND,,,20,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.13,2022-07-10 13:00:00,ON,2022,7,10,13,2022-07-10T18:00:00,2022,7,10,22.5,,14.1,,26,,0,,59,,100.98,,16.1,,NA,ND,,,19,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.14,2022-07-10 14:00:00,ON,2022,7,10,14,2022-07-10T19:00:00,2022,7,10,24.1,,11.9,,26,,0,,46,,100.87,,16.1,,NA,ND,,,18,,15,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.15,2022-07-10 15:00:00,ON,2022,7,10,15,2022-07-10T20:00:00,2022,7,10,24.5,,11.7,,27,,0,,44,,100.77,,16.1,,NA,ND,,,17,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.16,2022-07-10 16:00:00,ON,2022,7,10,16,2022-07-10T21:00:00,2022,7,10,24.7,,12.8,,27,,0,,47,,100.74,,16.1,,NA,ND,,,18,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.17,2022-07-10 17:00:00,ON,2022,7,10,17,2022-07-10T22:00:00,2022,7,10,24.5,,12.9,,27,,0,,48,,100.7,,16.1,,NA,ND,,,20,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.18,2022-07-10 18:00:00,ON,2022,7,10,18,2022-07-10T23:00:00,2022,7,10,23.9,,13.9,,27,,0,,53,,100.61,,16.1,,NA,ND,,,18,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.19,2022-07-10 19:00:00,ON,2022,7,10,19,2022-07-11T00:00:00,2022,7,11,24.8,,11.7,,27,,0,,44,,100.55,,16.1,,NA,ND,,,16,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.20,2022-07-10 20:00:00,ON,2022,7,10,20,2022-07-11T01:00:00,2022,7,11,22.6,,12.9,,25,,0,,54,,100.48,,16.1,,NA,ND,,,16,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.21,2022-07-10 21:00:00,ON,2022,7,10,21,2022-07-11T02:00:00,2022,7,11,20.7,,16.8,,26,,0,,78,,100.45,,16.1,,NA,ND,,,27,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.22,2022-07-10 22:00:00,ON,2022,7,10,22,2022-07-11T03:00:00,2022,7,11,21.6,,14.8,,25,,0,,65,,100.5,,16.1,,NA,ND,,,28,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.10.23,2022-07-10 23:00:00,ON,2022,7,10,23,2022-07-11T04:00:00,2022,7,11,19.2,,14.8,,,,0,,75,,100.41,,16.1,,NA,ND,,,0,,0,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.0,2022-07-11 00:00:00,ON,2022,7,11,0,2022-07-11T05:00:00,2022,7,11,19.3,,14.8,,,,0,,75,,100.42,,16.1,,NA,ND,,,27,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.1,2022-07-11 01:00:00,ON,2022,7,11,1,2022-07-11T06:00:00,2022,7,11,18.4,,14.4,,,,0,,77,,100.35,,16.1,,NA,ND,,,23,,4,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.2,2022-07-11 02:00:00,ON,2022,7,11,2,2022-07-11T07:00:00,2022,7,11,18.7,,15.2,,,,0,,80,,100.33,,16.1,,NA,ND,,,25,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.3,2022-07-11 03:00:00,ON,2022,7,11,3,2022-07-11T08:00:00,2022,7,11,17.4,,12.9,,,,0,,75,,100.27,,16.1,,NA,ND,,,0,,0,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.4,2022-07-11 04:00:00,ON,2022,7,11,4,2022-07-11T09:00:00,2022,7,11,16.5,,13.5,,,,0,,82,,100.29,,16.1,,NA,ND,,,,M,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.5,2022-07-11 05:00:00,ON,2022,7,11,5,2022-07-11T10:00:00,2022,7,11,16.8,,14.8,,,,0,,88,,100.23,,16.1,,NA,ND,,,8,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.6,2022-07-11 06:00:00,ON,2022,7,11,6,2022-07-11T11:00:00,2022,7,11,18.1,,15.8,,,,0,,86,,100.24,,16.1,,NA,ND,,,21,,8,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.7,2022-07-11 07:00:00,ON,2022,7,11,7,2022-07-11T12:00:00,2022,7,11,19.4,,15.3,,,,0,,77,,100.21,,16.1,,NA,ND,,,28,,9,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.8,2022-07-11 08:00:00,ON,2022,7,11,8,2022-07-11T13:00:00,2022,7,11,20.5,,14.9,,,,0,,70,,100.19,,16.1,,NA,ND,,,28,,11,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.9,2022-07-11 09:00:00,ON,2022,7,11,9,2022-07-11T14:00:00,2022,7,11,21.0,,15.7,,25,,0,,71,,100.11,,16.1,,NA,ND,,,20,,17,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.10,2022-07-11 10:00:00,ON,2022,7,11,10,2022-07-11T15:00:00,2022,7,11,21.7,,15.3,,26,,0,,67,,100.08,,16.1,,NA,ND,,,19,,13,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.11,2022-07-11 11:00:00,ON,2022,7,11,11,2022-07-11T16:00:00,2022,7,11,22.6,,14.9,,27,,0,,61,,99.98,,16.1,,NA,ND,,,19,,22,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.12,2022-07-11 12:00:00,ON,2022,7,11,12,2022-07-11T17:00:00,2022,7,11,24.2,,15.4,,28,,0,,57,,99.91,,16.1,,NA,ND,,,17,,18,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.13,2022-07-11 13:00:00,ON,2022,7,11,13,2022-07-11T18:00:00,2022,7,11,24.7,,15.8,,29,,0,,57,,99.87,,16.1,,NA,ND,,,18,,21,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.14,2022-07-11 14:00:00,ON,2022,7,11,14,2022-07-11T19:00:00,2022,7,11,24.8,,17.4,,30,,0,,63,,99.78,,16.1,,NA,ND,,,19,,24,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.15,2022-07-11 15:00:00,ON,2022,7,11,15,2022-07-11T20:00:00,2022,7,11,24.8,,16.3,,30,,0,,59,,99.71,,16.1,,NA,ND,,,20,,26,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.16,2022-07-11 16:00:00,ON,2022,7,11,16,2022-07-11T21:00:00,2022,7,11,24.2,,15.8,,29,,0,,59,,99.61,,16.1,,NA,ND,,,20,,24,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.17,2022-07-11 17:00:00,ON,2022,7,11,17,2022-07-11T22:00:00,2022,7,11,24.3,,15.9,,29,,0,,59,,99.55,,16.1,,NA,ND,,,21,,24,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.18,2022-07-11 18:00:00,ON,2022,7,11,18,2022-07-11T23:00:00,2022,7,11,23.7,,16.8,,29,,0,,65,,99.41,,16.1,,NA,ND,,,20,,28,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.19,2022-07-11 19:00:00,ON,2022,7,11,19,2022-07-12T00:00:00,2022,7,12,23.3,,16.9,,29,,0,,67,,99.48,,16.1,,NA,ND,,,24,,22,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.20,2022-07-11 20:00:00,ON,2022,7,11,20,2022-07-12T01:00:00,2022,7,12,24.8,,16.6,,30,,0,,60,,99.42,,16.1,,NA,ND,,,25,,21,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.7.11.21,2022-07-11 21:00:00,ON,2022,7,11,21,2022-07-12T02:00:00,2022,7,12,22.2,,18.1,,28,,3.3,,77,,99.43,,16.1,,NA,ND,,,24,,28,
