ROUTE,INCIDENT,VISIBILITY,Clear,Fog,Rain,Thunderstorms,LOCAL_TIME_HOUR,LOCAL_TIME_MINUTE,WEEK_DAY,LOCAL_MONTH,LOCAL_DAY,WIND_DIRECTION,PRECIP_AMOUNT_BINARY,TEMP,DEW_POINT_TEMP,HUMIDEX,RELATIVE_HUMIDITY,STATION_PRESSURE,WIND_SPEED,DELAY_LOG1P
94.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,5.0,1.0,30.0,0.0,7.5,4.1,6.496023812825783,79.0,98.66,21.0,0.0
22.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,19.0,0.0,5.0,1.0,30.0,0.0,7.5,4.1,6.496023812825783,79.0,98.66,21.0,2.3978952727983707
32.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,46.0,0.0,5.0,1.0,26.0,0.0,7.1,4.1,6.096023812825782,81.0,98.66,8.0,3.828641396489095
198.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,25.0,0.0,5.0,1.0,30.0,0.0,6.2,3.5,5.007178290603314,83.0,98.66,9.0,2.3978952727983707
106.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,28.0,0.0,5.0,1.0,30.0,0.0,6.2,3.5,5.007178290603314,83.0,98.66,9.0,2.3978952727983707
60.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,32.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.3025850929940455
206.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,40.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.5649493574615367
52.0,3.0,4.0,1.0,0.0,0.0,0.0,5.0,40.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.197224577336219
33.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,41.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.4849066497880004
52.0,3.0,4.0,1.0,0.0,0.0,0.0,5.0,43.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,0.0
25.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,44.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.3978952727983707
98.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,55.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.5649493574615367
28.0,3.0,4.0,1.0,0.0,0.0,0.0,6.0,17.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.3978952727983707
19.0,3.0,4.0,1.0,0.0,0.0,0.0,6.0,19.0,0.0,5.0,1.0,22.0,0.0,5.9,4.5,4.925964827002504,91.0,98.66,21.0,2.0794415416798357
33.0,4.0,4.0,1.0,0.0,0.0,0.0,6.0,34.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,2.4849066497880004
29.0,4.0,4.0,1.0,0.0,0.0,0.0,6.0,42.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,1.791759469228055
19.0,3.0,4.0,1.0,0.0,0.0,0.0,6.0,49.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,2.0794415416798357
76.0,4.0,4.0,1.0,0.0,0.0,0.0,6.0,54.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,3.044522437723423
103.0,4.0,4.0,1.0,0.0,0.0,0.0,6.0,55.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,2.995732273553991
40.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,2.995732273553991
25.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,11.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,2.3978952727983707
124.0,3.0,4.0,1.0,0.0,0.0,0.0,7.0,22.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,3.044522437723423
215.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,27.0,0.0,5.0,1.0,23.0,0.0,5.9,4.6,5.058965968880826,91.0,98.66,17.0,2.3025850929940455
194.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,34.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.3978952727983707
47.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,46.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.3978952727983707
197.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,49.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.197224577336219
197.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,50.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.197224577336219
193.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,59.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.833213344056216
197.0,3.0,4.0,1.0,0.0,0.0,0.0,8.0,6.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.197224577336219
210.0,1.0,4.0,1.0,0.0,0.0,0.0,8.0,16.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.3978952727983707
45.0,4.0,4.0,1.0,0.0,0.0,0.0,8.0,26.0,0.0,5.0,1.0,24.0,0.0,7.0,4.6,6.158965968880826,84.0,98.66,22.0,2.3025850929940455
201.0,4.0,4.0,1.0,0.0,0.0,0.0,8.0,35.0,0.0,5.0,1.0,23.0,0.0,7.7,5.2,7.061395316771668,84.0,98.66,24.0,2.3978952727983707
94.0,3.0,4.0,1.0,0.0,0.0,0.0,8.0,56.0,0.0,5.0,1.0,23.0,0.0,7.7,5.2,7.061395316771668,84.0,98.66,24.0,2.197224577336219
5.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,59.0,0.0,5.0,1.0,23.0,0.0,7.7,5.2,7.061395316771668,84.0,98.66,24.0,0.0
45.0,2.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,1.0,23.0,0.0,7.7,5.2,7.061395316771668,84.0,98.66,24.0,0.0
19.0,3.0,4.0,1.0,0.0,0.0,0.0,9.0,12.0,0.0,5.0,1.0,23.0,0.0,7.7,5.2,7.061395316771668,84.0,98.66,24.0,2.0794415416798357
211.0,4.0,4.0,1.0,0.0,0.0,0.0,9.0,32.0,0.0,5.0,1.0,21.0,0.0,7.6,5.2,6.961395316771666,85.0,98.66,17.0,2.197224577336219
208.0,1.0,4.0,1.0,0.0,0.0,0.0,9.0,41.0,0.0,5.0,1.0,21.0,0.0,7.6,5.2,6.961395316771666,85.0,98.66,17.0,1.9459101490553132
94.0,3.0,4.0,1.0,0.0,0.0,0.0,9.0,43.0,0.0,5.0,1.0,21.0,0.0,7.6,5.2,6.961395316771666,85.0,98.66,17.0,2.197224577336219
32.0,4.0,4.0,1.0,0.0,0.0,0.0,9.0,55.0,0.0,5.0,1.0,21.0,0.0,7.6,5.2,6.961395316771666,85.0,98.66,17.0,2.3025850929940455
51.0,4.0,4.0,1.0,0.0,0.0,0.0,9.0,55.0,0.0,5.0,1.0,21.0,0.0,7.6,5.2,6.961395316771666,85.0,98.66,17.0,3.9318256327243257
82.0,4.0,4.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,5.0,1.0,21.0,0.0,7.6,5.2,6.961395316771666,85.0,98.66,17.0,2.3978952727983707
129.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0,8.0,0.0,5.0,1.0,21.0,0.0,7.6,5.2,6.961395316771666,85.0,98.66,17.0,2.3978952727983707
81.0,4.0,4.0,0.0,0.0,1.0,0.0,10.0,33.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,2.4849066497880004
2.0,4.0,4.0,0.0,0.0,1.0,0.0,10.0,37.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,2.3978952727983707
45.0,4.0,4.0,0.0,0.0,1.0,0.0,10.0,49.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,3.044522437723423
53.0,4.0,4.0,0.0,0.0,1.0,0.0,10.0,51.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,3.044522437723423
77.0,3.0,4.0,0.0,0.0,1.0,0.0,10.0,53.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,2.772588722239781
47.0,0.0,4.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,5.8998973535824915
25.0,3.0,4.0,0.0,0.0,1.0,0.0,11.0,17.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,2.5649493574615367
197.0,4.0,4.0,0.0,0.0,1.0,0.0,11.0,23.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,2.197224577336219
107.0,2.0,4.0,0.0,0.0,1.0,0.0,11.0,24.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,0.0
78.0,4.0,4.0,0.0,0.0,1.0,0.0,11.0,29.0,0.0,5.0,1.0,20.0,1.0,6.7,5.2,6.061395316771668,90.0,98.66,18.0,3.044522437723423
98.0,1.0,4.0,1.0,0.0,0.0,0.0,11.0,36.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,2.6390573296152584
98.0,1.0,4.0,1.0,0.0,0.0,0.0,11.0,36.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,2.4849066497880004
71.0,4.0,4.0,1.0,0.0,0.0,0.0,11.0,41.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,3.4339872044851463
15.0,0.0,4.0,1.0,0.0,0.0,0.0,11.0,47.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,5.638354669333745
77.0,4.0,4.0,1.0,0.0,0.0,0.0,12.0,10.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,2.6390573296152584
193.0,4.0,4.0,1.0,0.0,0.0,0.0,12.0,11.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,2.3978952727983707
28.0,4.0,4.0,1.0,0.0,0.0,0.0,12.0,16.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,2.197224577336219
2.0,4.0,4.0,1.0,0.0,0.0,0.0,12.0,26.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,2.3978952727983707
76.0,4.0,4.0,1.0,0.0,0.0,0.0,12.0,30.0,0.0,5.0,1.0,21.0,0.0,7.4,4.8,6.6255953744144565,83.0,98.66,15.0,2.197224577336219
208.0,1.0,4.0,1.0,0.0,0.0,0.0,12.0,33.0,0.0,5.0,1.0,20.0,0.0,7.5,4.6,6.658965968880826,82.0,98.66,22.0,2.4849066497880004
13.0,4.0,4.0,1.0,0.0,0.0,0.0,12.0,40.0,0.0,5.0,1.0,20.0,0.0,7.5,4.6,6.658965968880826,82.0,98.66,22.0,2.8903717578961645
19.0,3.0,4.0,1.0,0.0,0.0,0.0,12.0,47.0,0.0,5.0,1.0,20.0,0.0,7.5,4.6,6.658965968880826,82.0,98.66,22.0,2.3025850929940455
90.0,1.0,4.0,1.0,0.0,0.0,0.0,12.0,49.0,0.0,5.0,1.0,20.0,0.0,7.5,4.6,6.658965968880826,82.0,98.66,22.0,3.2580965380214817
22.0,4.0,4.0,1.0,0.0,0.0,0.0,12.0,49.0,0.0,5.0,1.0,20.0,0.0,7.5,4.6,6.658965968880826,82.0,98.66,22.0,2.197224577336219
197.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,28.0,0.0,5.0,1.0,20.0,0.0,7.5,4.6,6.658965968880826,82.0,98.66,22.0,2.197224577336219
12.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,28.0,0.0,5.0,1.0,20.0,0.0,7.5,4.6,6.658965968880826,82.0,98.66,22.0,2.70805020110221
64.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,30.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,3.1354942159291497
198.0,2.0,4.0,1.0,0.0,0.0,0.0,13.0,30.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.772588722239781
32.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,31.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.9444389791664403
45.0,3.0,4.0,1.0,0.0,0.0,0.0,13.0,32.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,3.044522437723423
92.0,3.0,4.0,1.0,0.0,0.0,0.0,13.0,33.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.197224577336219
79.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,35.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.3978952727983707
47.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,41.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.70805020110221
80.0,1.0,4.0,1.0,0.0,0.0,0.0,13.0,43.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.5649493574615367
64.0,2.0,4.0,1.0,0.0,0.0,0.0,13.0,44.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,3.1354942159291497
78.0,4.0,4.0,1.0,0.0,0.0,0.0,13.0,47.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,3.044522437723423
30.0,3.0,4.0,1.0,0.0,0.0,0.0,13.0,58.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,3.2580965380214817
195.0,4.0,4.0,1.0,0.0,0.0,0.0,14.0,3.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.3025850929940455
86.0,4.0,4.0,1.0,0.0,0.0,0.0,14.0,4.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.3978952727983707
18.0,2.0,4.0,1.0,0.0,0.0,0.0,14.0,8.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.3978952727983707
76.0,4.0,4.0,1.0,0.0,0.0,0.0,14.0,15.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,2.0794415416798357
95.0,4.0,4.0,1.0,0.0,0.0,0.0,14.0,20.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,3.044522437723423
88.0,1.0,4.0,1.0,0.0,0.0,0.0,14.0,21.0,0.0,5.0,1.0,25.0,0.0,8.0,3.7,6.869329958008898,74.0,98.66,11.0,3.044522437723423
47.0,0.0,3.0,0.0,0.0,1.0,0.0,14.0,57.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,0.0
28.0,2.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,0.0
131.0,3.0,3.0,0.0,0.0,1.0,0.0,15.0,5.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,0.0
25.0,2.0,3.0,0.0,0.0,1.0,0.0,15.0,11.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,0.0
129.0,4.0,3.0,0.0,0.0,1.0,0.0,15.0,17.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,2.197224577336219
60.0,3.0,3.0,0.0,0.0,1.0,0.0,15.0,20.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,2.8903717578961645
195.0,4.0,3.0,0.0,0.0,1.0,0.0,15.0,26.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,2.3025850929940455
129.0,4.0,3.0,0.0,0.0,1.0,0.0,15.0,27.0,0.0,5.0,1.0,23.0,1.0,6.7,4.9,5.959225961544152,88.0,98.66,30.0,2.197224577336219
56.0,4.0,4.0,1.0,0.0,0.0,0.0,15.0,30.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.197224577336219
47.0,4.0,4.0,1.0,0.0,0.0,0.0,15.0,36.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.3978952727983707
121.0,4.0,4.0,1.0,0.0,0.0,0.0,15.0,41.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.4849066497880004
194.0,4.0,4.0,1.0,0.0,0.0,0.0,15.0,47.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.3978952727983707
35.0,4.0,4.0,1.0,0.0,0.0,0.0,15.0,53.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.772588722239781
195.0,4.0,4.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.3025850929940455
25.0,4.0,4.0,1.0,0.0,0.0,0.0,16.0,6.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,1.791759469228055
208.0,4.0,4.0,1.0,0.0,0.0,0.0,16.0,10.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.3978952727983707
67.0,3.0,4.0,1.0,0.0,0.0,0.0,16.0,18.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.197224577336219
47.0,3.0,4.0,1.0,0.0,0.0,0.0,16.0,30.0,0.0,5.0,1.0,24.0,1.0,7.9,5.4,7.330584706238592,84.0,98.66,13.0,2.3978952727983707
71.0,2.0,4.0,1.0,0.0,0.0,0.0,16.0,32.0,0.0,5.0,1.0,21.0,0.0,7.2,4.9,6.459225961544152,85.0,98.66,11.0,0.0
213.0,3.0,4.0,1.0,0.0,0.0,0.0,16.0,38.0,0.0,5.0,1.0,21.0,0.0,7.2,4.9,6.459225961544152,85.0,98.66,11.0,2.70805020110221
196.0,3.0,4.0,1.0,0.0,0.0,0.0,16.0,43.0,0.0,5.0,1.0,21.0,0.0,7.2,4.9,6.459225961544152,85.0,98.66,11.0,2.197224577336219
108.0,4.0,4.0,1.0,0.0,0.0,0.0,16.0,45.0,0.0,5.0,1.0,21.0,0.0,7.2,4.9,6.459225961544152,85.0,98.66,11.0,3.2580965380214817
215.0,4.0,4.0,1.0,0.0,0.0,0.0,17.0,22.0,0.0,5.0,1.0,21.0,0.0,7.2,4.9,6.459225961544152,85.0,98.66,11.0,2.3978952727983707
92.0,3.0,4.0,1.0,0.0,0.0,0.0,17.0,49.0,0.0,5.0,1.0,25.0,1.0,7.7,4.5,6.825964827002505,80.0,98.66,11.0,1.9459101490553132
212.0,4.0,4.0,1.0,0.0,0.0,0.0,18.0,11.0,0.0,5.0,1.0,25.0,1.0,7.7,4.5,6.825964827002505,80.0,98.66,11.0,2.5649493574615367
33.0,3.0,4.0,1.0,0.0,0.0,0.0,18.0,21.0,0.0,5.0,1.0,25.0,1.0,7.7,4.5,6.825964827002505,80.0,98.66,11.0,2.5649493574615367
196.0,3.0,4.0,1.0,0.0,0.0,0.0,18.0,25.0,0.0,5.0,1.0,25.0,1.0,7.7,4.5,6.825964827002505,80.0,98.66,11.0,2.3025850929940455
81.0,1.0,4.0,1.0,0.0,0.0,0.0,18.0,31.0,0.0,5.0,1.0,16.0,0.0,6.5,4.3,5.560583897319445,86.0,98.66,13.0,2.3025850929940455
194.0,4.0,4.0,1.0,0.0,0.0,0.0,18.0,35.0,0.0,5.0,1.0,16.0,0.0,6.5,4.3,5.560583897319445,86.0,98.66,13.0,2.3978952727983707
204.0,4.0,4.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,5.0,1.0,16.0,0.0,6.5,4.3,5.560583897319445,86.0,98.66,13.0,2.3978952727983707
132.0,4.0,4.0,1.0,0.0,0.0,0.0,19.0,7.0,0.0,5.0,1.0,16.0,0.0,6.5,4.3,5.560583897319445,86.0,98.66,13.0,3.4339872044851463
92.0,3.0,4.0,1.0,0.0,0.0,0.0,19.0,15.0,0.0,5.0,1.0,16.0,0.0,6.5,4.3,5.560583897319445,86.0,98.66,13.0,1.791759469228055
90.0,4.0,4.0,1.0,0.0,0.0,0.0,19.0,33.0,0.0,5.0,1.0,17.0,0.0,6.7,3.9,5.632275496744878,82.0,98.66,13.0,3.1354942159291497
193.0,3.0,4.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,5.0,1.0,17.0,0.0,6.7,3.9,5.632275496744878,82.0,98.66,13.0,2.70805020110221
53.0,4.0,4.0,1.0,0.0,0.0,0.0,20.0,4.0,0.0,5.0,1.0,17.0,0.0,6.7,3.9,5.632275496744878,82.0,98.66,13.0,3.044522437723423
127.0,4.0,4.0,1.0,0.0,0.0,0.0,20.0,26.0,0.0,5.0,1.0,17.0,0.0,6.7,3.9,5.632275496744878,82.0,98.66,13.0,3.044522437723423
65.0,3.0,4.0,1.0,0.0,0.0,0.0,20.0,34.0,0.0,5.0,1.0,19.0,0.0,6.3,4.1,5.296023812825784,86.0,98.66,22.0,3.044522437723423
77.0,3.0,4.0,1.0,0.0,0.0,0.0,20.0,40.0,0.0,5.0,1.0,19.0,0.0,6.3,4.1,5.296023812825784,86.0,98.66,22.0,2.3978952727983707
35.0,4.0,4.0,1.0,0.0,0.0,0.0,21.0,58.0,0.0,5.0,1.0,18.0,0.0,6.0,4.3,5.060583897319445,89.0,98.66,17.0,2.772588722239781
7.0,3.0,4.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,1.0,18.0,0.0,6.0,4.3,5.060583897319445,89.0,98.66,17.0,3.044522437723423
22.0,0.0,4.0,1.0,0.0,0.0,0.0,22.0,16.0,0.0,5.0,1.0,18.0,0.0,6.0,4.3,5.060583897319445,89.0,98.66,17.0,0.0
94.0,4.0,4.0,1.0,0.0,0.0,0.0,22.0,18.0,0.0,5.0,1.0,18.0,0.0,6.0,4.3,5.060583897319445,89.0,98.66,17.0,3.1354942159291497
197.0,0.0,4.0,1.0,0.0,0.0,0.0,22.0,26.0,0.0,5.0,1.0,18.0,0.0,6.0,4.3,5.060583897319445,89.0,98.66,17.0,3.5553480614894135
186.0,1.0,4.0,1.0,0.0,0.0,0.0,23.0,28.0,0.0,5.0,1.0,18.0,0.0,6.1,4.4,5.19317118584777,89.0,98.66,11.0,0.0
45.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,31.0,0.0,8.1,4.6,7.258965968880825,78.0,98.66,22.0,3.044522437723423
28.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,31.0,0.0,8.1,4.6,7.258965968880825,78.0,98.66,22.0,2.3978952727983707
22.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,1.0,31.0,0.0,8.1,4.6,7.258965968880825,78.0,98.66,22.0,2.3978952727983707
94.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,5.0,1.0,27.0,0.0,7.7,4.4,6.79317118584777,80.0,98.66,13.0,2.3978952727983707
55.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,5.0,1.0,27.0,0.0,7.7,4.4,6.79317118584777,80.0,98.66,13.0,2.3978952727983707
18.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,5.0,1.0,27.0,0.0,7.7,4.4,6.79317118584777,80.0,98.66,13.0,2.3978952727983707
29.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,1.0,27.0,0.0,7.7,4.4,6.79317118584777,80.0,98.66,13.0,2.3978952727983707
36.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,1.0,27.0,0.0,7.7,4.4,6.79317118584777,80.0,98.66,13.0,2.3025850929940455
38.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,5.0,1.0,27.0,0.0,7.7,4.4,6.79317118584777,80.0,98.66,13.0,2.3978952727983707
2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,5.0,1.0,27.0,0.0,7.7,4.4,6.79317118584777,80.0,98.66,13.0,2.3978952727983707
133.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0,5.0,1.0,30.0,0.0,7.5,4.1,6.496023812825783,79.0,98.66,21.0,2.772588722239781
55.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,45.0,0.0,5.0,1.0,30.0,0.0,7.5,4.1,6.496023812825783,79.0,98.66,21.0,0.0
141.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,16.0,0.0,5.9,4.4,4.99317118584777,90.0,98.66,18.0,2.8903717578961645
22.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,18.0,1.0,5.0,2.0,16.0,0.0,5.9,4.4,4.99317118584777,90.0,98.66,18.0,0.0
149.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,15.0,1.0,5.0,2.0,18.0,0.0,5.9,4.5,4.825964827002505,92.0,98.66,22.0,2.3978952727983707
141.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,23.0,1.0,5.0,2.0,22.0,0.0,5.9,3.8,4.590134129019276,88.0,98.66,17.0,0.0
38.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,58.0,1.0,5.0,2.0,23.0,0.0,5.9,2.3,4.590134129019276,85.0,98.66,26.0,0.0
99.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,5.0,2.0,23.0,0.0,5.9,2.3,4.590134129019276,85.0,98.66,26.0,3.044522437723423
149.0,3.0,4.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,2.0,23.0,0.0,5.9,2.3,4.590134129019276,85.0,98.66,26.0,0.0
