ROUTE,INCIDENT,VISIBILITY,Clear,Fog,Rain,Snow,Thunderstorms,LOCAL_TIME_HOUR,LOCAL_TIME_MINUTE,WEEK_DAY,LOCAL_MONTH,LOCAL_DAY,WIND_DIRECTION,PRECIP_AMOUNT_BINARY,TEMP,DEW_POINT_TEMP,HUMIDEX,RELATIVE_HUMIDITY,STATION_PRESSURE,WIND_SPEED,DELAY_LOG1P
84.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,30.0,6.0,1.0,1.0,28.0,0.0,3.7,1.7,1.982109270289648,87.0,100.27,17.0,4.406719247264253
62.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,34.0,6.0,1.0,1.0,24.0,0.0,3.5,1.5,1.727424735797377,87.0,100.37,17.0,3.1354942159291497
28.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,1.0,1.0,24.0,0.0,3.5,1.5,1.727424735797377,87.0,100.37,17.0,3.4339872044851463
185.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,14.0,6.0,1.0,1.0,24.0,0.0,3.5,1.5,1.727424735797377,87.0,100.37,17.0,2.8903717578961645
78.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,43.0,6.0,1.0,1.0,29.0,0.0,4.4,1.1,2.5201517362613863,79.0,100.37,21.0,0.6931471805599453
33.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,47.0,6.0,1.0,1.0,29.0,0.0,4.4,1.1,2.5201517362613863,79.0,100.37,21.0,0.0
156.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,52.0,6.0,1.0,1.0,29.0,0.0,4.4,1.1,2.5201517362613863,79.0,100.37,21.0,4.9344739331306915
45.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0,6.0,1.0,1.0,29.0,0.0,4.4,1.1,2.5201517362613863,79.0,100.37,21.0,3.4339872044851463
18.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,35.0,6.0,1.0,1.0,27.0,0.0,4.2,0.9,2.267547477716062,79.0,100.39,11.0,3.044522437723423
29.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,6.0,1.0,1.0,27.0,0.0,4.2,0.9,2.267547477716062,79.0,100.39,11.0,5.814130531825066
29.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,50.0,6.0,1.0,1.0,25.0,0.0,3.2,1.6,1.4546788372161756,89.0,100.49,15.0,2.4849066497880004
140.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,1.0,1.0,25.0,0.0,3.2,1.6,1.4546788372161756,89.0,100.49,15.0,4.9344739331306915
148.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,1.0,1.0,25.0,0.0,3.2,1.6,1.4546788372161756,89.0,100.49,15.0,1.9459101490553132
204.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,25.0,6.0,1.0,1.0,25.0,0.0,3.2,1.6,1.4546788372161756,89.0,100.49,15.0,2.4849066497880004
144.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,24.0,6.0,1.0,1.0,27.0,0.0,4.2,-0.4,1.9417995523068876,72.0,100.56,32.0,1.9459101490553132
45.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,28.0,6.0,1.0,1.0,27.0,0.0,4.2,-0.4,1.9417995523068876,72.0,100.56,32.0,3.295836866004329
89.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,43.0,6.0,1.0,1.0,29.0,0.0,3.8,-0.5,1.51786858994812,74.0,100.54,18.0,3.332204510175204
28.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,53.0,6.0,1.0,1.0,29.0,0.0,3.8,-0.5,1.51786858994812,74.0,100.54,18.0,2.3978952727983707
66.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,55.0,6.0,1.0,1.0,29.0,0.0,3.8,-0.5,1.51786858994812,74.0,100.54,18.0,2.3978952727983707
95.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,57.0,6.0,1.0,1.0,29.0,0.0,3.8,-0.5,1.51786858994812,74.0,100.54,18.0,3.044522437723423
148.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0,6.0,1.0,1.0,29.0,0.0,3.8,-0.5,1.51786858994812,74.0,100.54,18.0,0.0
83.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,6.0,1.0,1.0,29.0,0.0,3.8,-0.5,1.51786858994812,74.0,100.54,18.0,2.772588722239781
104.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,25.0,6.0,1.0,1.0,29.0,0.0,3.8,-0.5,1.51786858994812,74.0,100.54,18.0,3.044522437723423
65.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,39.0,6.0,1.0,1.0,27.0,0.0,4.3,-0.1,2.1145395685964874,73.0,100.56,11.0,2.9444389791664403
27.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,51.0,6.0,1.0,1.0,27.0,0.0,4.3,-0.1,2.1145395685964874,73.0,100.56,11.0,2.4849066497880004
98.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,54.0,6.0,1.0,1.0,27.0,0.0,4.3,-0.1,2.1145395685964874,73.0,100.56,11.0,2.772588722239781
77.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,55.0,6.0,1.0,1.0,27.0,0.0,4.3,-0.1,2.1145395685964874,73.0,100.56,11.0,2.3978952727983707
74.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,55.0,6.0,1.0,1.0,27.0,0.0,4.3,-0.1,2.1145395685964874,73.0,100.56,11.0,2.3978952727983707
29.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0,1.0,27.0,0.0,4.3,-0.1,2.1145395685964874,73.0,100.56,11.0,2.3978952727983707
56.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,19.0,6.0,1.0,1.0,27.0,0.0,4.3,-0.1,2.1145395685964874,73.0,100.56,11.0,1.9459101490553132
19.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,33.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.3978952727983707
18.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,37.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.3025850929940455
56.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,44.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,1.9459101490553132
50.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,45.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,0.0
79.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,47.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.197224577336219
114.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.4849066497880004
89.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.3978952727983707
31.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.772588722239781
27.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.9444389791664403
52.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,25.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.772588722239781
36.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,27.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,2.3978952727983707
44.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,6.0,1.0,1.0,26.0,0.0,3.6,0.6,1.5899094774091376,81.0,100.59,15.0,3.2188758248682006
78.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,50.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,2.197224577336219
27.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,53.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,2.197224577336219
80.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,3.9318256327243257
96.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,8.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,3.044522437723423
40.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,18.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,2.9444389791664403
89.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,18.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,2.995732273553991
96.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,19.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,3.2188758248682006
44.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,20.0,6.0,1.0,1.0,26.0,0.0,3.4,0.7,1.4156209784795628,82.0,100.63,15.0,3.2188758248682006
25.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,42.0,6.0,1.0,1.0,19.0,1.0,2.9,1.6,1.1546788372161754,91.0,100.51,5.0,2.5649493574615367
64.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,44.0,6.0,1.0,1.0,19.0,1.0,2.9,1.6,1.1546788372161754,91.0,100.51,5.0,2.772588722239781
129.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,48.0,6.0,1.0,1.0,19.0,1.0,2.9,1.6,1.1546788372161754,91.0,100.51,5.0,2.3978952727983707
29.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,52.0,6.0,1.0,1.0,19.0,1.0,2.9,1.6,1.1546788372161754,91.0,100.51,5.0,1.9459101490553132
56.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,53.0,6.0,1.0,1.0,19.0,1.0,2.9,1.6,1.1546788372161754,91.0,100.51,5.0,1.791759469228055
100.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,6.0,1.0,1.0,19.0,1.0,2.9,1.6,1.1546788372161754,91.0,100.51,5.0,3.1354942159291497
61.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,50.0,6.0,1.0,1.0,28.0,1.0,3.1,1.8,1.409717039024735,91.0,100.46,8.0,3.4339872044851463
89.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,54.0,6.0,1.0,1.0,28.0,1.0,3.1,1.8,1.409717039024735,91.0,100.46,8.0,2.995732273553991
82.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,13.0,33.0,6.0,1.0,1.0,27.0,0.0,3.1,2.1,1.493614472585397,93.0,100.47,8.0,1.9459101490553132
192.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,13.0,56.0,6.0,1.0,1.0,27.0,0.0,3.1,2.1,1.493614472585397,93.0,100.47,8.0,2.3025850929940455
46.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,14.0,5.0,6.0,1.0,1.0,27.0,0.0,3.1,2.1,1.493614472585397,93.0,100.47,8.0,2.772588722239781
204.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,14.0,11.0,6.0,1.0,1.0,27.0,0.0,3.1,2.1,1.493614472585397,93.0,100.47,8.0,2.3978952727983707
89.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,14.0,21.0,6.0,1.0,1.0,27.0,0.0,3.1,2.1,1.493614472585397,93.0,100.47,8.0,2.995732273553991
27.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,35.0,6.0,1.0,1.0,25.0,1.0,3.3,2.0,1.6654686239270104,91.0,100.48,5.0,2.3025850929940455
88.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,52.0,6.0,1.0,1.0,25.0,1.0,3.3,2.0,1.6654686239270104,91.0,100.48,5.0,2.772588722239781
174.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,15.0,5.0,6.0,1.0,1.0,25.0,1.0,3.3,2.0,1.6654686239270104,91.0,100.48,5.0,2.0794415416798357
8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,6.0,1.0,1.0,25.0,1.0,3.3,2.0,1.6654686239270104,91.0,100.48,5.0,3.044522437723423
53.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,15.0,35.0,6.0,1.0,1.0,0.0,0.0,3.3,2.1,1.6936144725853968,92.0,100.47,4.0,2.197224577336219
87.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,15.0,46.0,6.0,1.0,1.0,0.0,0.0,3.3,2.1,1.6936144725853968,92.0,100.47,4.0,2.772588722239781
104.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,15.0,57.0,6.0,1.0,1.0,0.0,0.0,3.3,2.1,1.6936144725853968,92.0,100.47,4.0,2.4849066497880004
6.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,16.0,16.0,6.0,1.0,1.0,0.0,0.0,3.3,2.1,1.6936144725853968,92.0,100.47,4.0,3.4339872044851463
88.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,16.0,25.0,6.0,1.0,1.0,0.0,0.0,3.3,2.1,1.6936144725853968,92.0,100.47,4.0,2.3025850929940455
192.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,54.0,6.0,1.0,1.0,30.0,0.0,3.0,2.1,1.393614472585397,94.0,100.54,11.0,2.3025850929940455
96.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,6.0,1.0,1.0,30.0,0.0,3.0,2.1,1.393614472585397,94.0,100.54,11.0,3.0910424533583156
2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,11.0,6.0,1.0,1.0,30.0,0.0,3.0,2.1,1.393614472585397,94.0,100.54,11.0,2.3978952727983707
191.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,22.0,6.0,1.0,1.0,30.0,0.0,3.0,2.1,1.393614472585397,94.0,100.54,11.0,2.3978952727983707
32.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,43.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,2.9444389791664403
78.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,51.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,1.9459101490553132
204.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,51.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,2.3978952727983707
58.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,55.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,2.772588722239781
45.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,2.197224577336219
193.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,3.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,2.3978952727983707
53.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,3.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,3.044522437723423
82.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,12.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,2.3978952727983707
56.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,12.0,6.0,1.0,1.0,26.0,0.0,2.5,1.8,0.8097170390247352,95.0,100.54,5.0,2.3978952727983707
56.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,42.0,6.0,1.0,1.0,27.0,0.0,2.7,2.3,1.1504514005499755,97.0,100.62,11.0,2.3978952727983707
107.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,17.0,6.0,1.0,1.0,27.0,0.0,2.7,2.3,1.1504514005499755,97.0,100.62,11.0,2.197224577336219
2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,20.0,6.0,1.0,1.0,27.0,0.0,2.7,2.3,1.1504514005499755,97.0,100.62,11.0,2.3978952727983707
127.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,8.0,6.0,1.0,1.0,21.0,0.0,3.1,2.7,1.666335154468878,97.0,100.65,9.0,3.044522437723423
12.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,20.0,6.0,1.0,1.0,21.0,0.0,3.1,2.7,1.666335154468878,97.0,100.65,9.0,3.1354942159291497
53.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,39.0,6.0,1.0,1.0,30.0,0.0,3.1,2.7,1.666335154468878,97.0,100.65,17.0,2.3978952727983707
19.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,42.0,6.0,1.0,1.0,30.0,0.0,3.1,2.7,1.666335154468878,97.0,100.65,17.0,2.3025850929940455
9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,48.0,6.0,1.0,1.0,29.0,0.0,3.3,2.9,1.9253987183641197,97.0,100.66,18.0,3.0910424533583156
27.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,52.0,6.0,1.0,1.0,29.0,0.0,3.3,2.9,1.9253987183641197,97.0,100.66,18.0,2.197224577336219
88.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,55.0,6.0,1.0,1.0,29.0,0.0,3.3,2.9,1.9253987183641197,97.0,100.66,18.0,2.3978952727983707
25.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,6.0,6.0,1.0,1.0,29.0,0.0,3.3,2.9,1.9253987183641197,97.0,100.66,18.0,3.4339872044851463
91.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,49.0,6.0,1.0,2.0,30.0,0.0,3.3,2.7,1.8663351544688775,96.0,100.7,18.0,3.4339872044851463
107.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,6.0,1.0,1.0,29.0,0.0,3.9,1.9,2.237503152308406,87.0,100.26,18.0,2.3978952727983707
191.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0,6.0,1.0,1.0,29.0,0.0,3.9,1.9,2.237503152308406,87.0,100.26,18.0,0.0
53.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,6.0,1.0,1.0,28.0,0.0,3.7,1.7,1.982109270289648,87.0,100.27,17.0,2.0794415416798357
155.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,42.0,0.0,1.0,2.0,29.0,0.0,3.4,2.5,1.9080221849488044,94.0,100.76,15.0,3.4339872044851463
148.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,2.0,29.0,0.0,3.4,2.5,1.9080221849488044,94.0,100.76,15.0,2.772588722239781
2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,31.0,0.0,5.0,1.5,3.2274247357973773,78.0,100.84,26.0,2.995732273553991
38.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,1.0,2.0,28.0,0.0,4.6,1.4,2.8003459668872503,80.0,100.89,13.0,0.0
46.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,31.0,0.0,1.0,2.0,30.0,0.0,4.5,1.2,2.646710454198869,79.0,100.93,21.0,0.0
121.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,1.0,2.0,30.0,0.0,4.5,1.2,2.646710454198869,79.0,100.93,21.0,3.044522437723423
25.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,36.0,0.0,1.0,2.0,31.0,0.0,4.3,0.6,2.2899094774091373,77.0,100.93,21.0,2.3978952727983707
24.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,1.0,2.0,31.0,0.0,4.3,0.6,2.2899094774091373,77.0,100.93,21.0,2.772588722239781
82.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,57.0,0.0,1.0,2.0,31.0,0.0,4.3,0.6,2.2899094774091373,77.0,100.93,21.0,2.772588722239781
74.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,40.0,0.0,1.0,2.0,32.0,0.0,4.5,0.6,2.489909477409137,76.0,100.99,21.0,3.4339872044851463
56.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,40.0,0.0,1.0,2.0,32.0,0.0,4.5,0.6,2.489909477409137,76.0,100.99,21.0,2.3025850929940455
87.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,44.0,0.0,1.0,2.0,32.0,0.0,4.5,0.6,2.489909477409137,76.0,100.99,21.0,2.772588722239781
73.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,2.0,32.0,0.0,4.5,0.6,2.489909477409137,76.0,100.99,21.0,3.2188758248682006
45.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,45.0,0.0,1.0,2.0,31.0,0.0,4.7,0.4,2.6389851910883118,74.0,101.06,17.0,3.2188758248682006
25.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,29.0,0.0,1.0,2.0,31.0,0.0,4.7,0.4,2.6389851910883118,74.0,101.06,17.0,2.5649493574615367
191.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,42.0,0.0,1.0,2.0,25.0,0.0,4.9,0.9,2.967547477716062,75.0,101.1,9.0,2.3978952727983707
108.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,42.0,0.0,1.0,2.0,25.0,0.0,4.9,0.9,2.967547477716062,75.0,101.1,9.0,3.4339872044851463
56.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,2.0,25.0,0.0,4.9,0.9,2.967547477716062,75.0,101.1,9.0,2.3978952727983707
36.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0,2.0,25.0,0.0,4.9,0.9,2.967547477716062,75.0,101.1,9.0,2.3978952727983707
29.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,36.0,0.0,1.0,2.0,21.0,0.0,4.5,1.6,2.754678837216176,81.0,101.09,9.0,1.791759469228055
8.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,57.0,0.0,1.0,2.0,21.0,0.0,4.5,1.6,2.754678837216176,81.0,101.09,9.0,3.044522437723423
100.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,58.0,0.0,1.0,2.0,21.0,0.0,4.5,1.6,2.754678837216176,81.0,101.09,9.0,3.4965075614664802
191.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,1.0,2.0,21.0,0.0,4.5,1.6,2.754678837216176,81.0,101.09,9.0,2.3978952727983707
88.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,47.0,0.0,1.0,2.0,21.0,0.0,4.2,2.0,2.5654686239270106,85.0,101.06,11.0,2.772588722239781
45.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,51.0,0.0,1.0,2.0,21.0,0.0,4.2,2.0,2.5654686239270106,85.0,101.06,11.0,2.197224577336219
36.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,1.0,2.0,21.0,0.0,4.2,2.0,2.5654686239270106,85.0,101.06,11.0,4.890349128221754
26.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,30.0,0.0,1.0,2.0,19.0,0.0,4.1,1.8,2.409717039024735,85.0,101.01,9.0,3.4339872044851463
110.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,52.0,0.0,1.0,2.0,19.0,0.0,4.1,1.8,2.409717039024735,85.0,101.01,9.0,3.4339872044851463
38.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,1.0,2.0,19.0,0.0,4.1,1.8,2.409717039024735,85.0,101.01,9.0,2.833213344056216
25.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,1.0,2.0,19.0,0.0,4.1,1.8,2.409717039024735,85.0,101.01,9.0,3.044522437723423
32.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0,2.0,18.0,0.0,4.0,1.6,2.254678837216176,84.0,101.03,13.0,2.9444389791664403
56.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,1.0,2.0,18.0,0.0,4.0,1.6,2.254678837216176,84.0,101.03,13.0,2.833213344056216
19.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,1.0,2.0,18.0,0.0,4.0,1.6,2.254678837216176,84.0,101.03,13.0,2.3978952727983707
38.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,1.0,2.0,18.0,0.0,4.0,1.6,2.254678837216176,84.0,101.03,13.0,2.3978952727983707
36.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,38.0,0.0,1.0,2.0,19.0,0.0,3.8,1.7,2.0821092702896475,86.0,101.07,9.0,2.3978952727983707
132.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,1.0,2.0,19.0,0.0,3.8,1.7,2.0821092702896475,86.0,101.07,9.0,3.4339872044851463
36.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,51.0,0.0,1.0,2.0,19.0,0.0,3.8,1.7,2.0821092702896475,86.0,101.07,9.0,2.3978952727983707
38.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,51.0,0.0,1.0,2.0,19.0,0.0,3.8,1.7,2.0821092702896475,86.0,101.07,9.0,2.3978952727983707
32.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,59.0,0.0,1.0,2.0,19.0,0.0,3.8,1.7,2.0821092702896475,86.0,101.07,9.0,2.9444389791664403
127.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,1.0,2.0,19.0,0.0,3.8,1.7,2.0821092702896475,86.0,101.07,9.0,2.995732273553991
82.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,1.0,2.0,19.0,0.0,3.8,1.7,2.0821092702896475,86.0,101.07,9.0,2.3978952727983707
