stop_id,stop_name,lat,lon,sequences
1845,Danforth Rd at Birchmount Rd,43.706112,-79.268531,113:16
1848,Danforth Rd at Hubert Ave,43.713943,-79.261551,300:16
1849,295 Danforth Rd,43.701442,-79.271596,113:13
1852,Danforth Rd at Mack Ave,43.700102,-79.272633,113:12
1853,Danforth Rd at Mack Ave,43.700261,-79.272824,300:22
1854,Danforth Rd at Marsh Rd,43.71181,-79.26286,300:17
1856,Danforth Rd at Medford Ave,43.69913,-79.273592,300:23
1857,Danforth Rd at Medford Ave,43.698709,-79.273571,113:11
1863,Danforth Rd at Landry Ave,43.694796,-79.276241,113:9|68:2
1865,Davisville Ave at Acacia Rd,43.699932,-79.389138,11:53|28:11
1868,Davisville Ave at Bayview Ave West Side,43.702938,-79.374563,11:47|28:5
1870,Davisville Ave at Belle Ayre Blvd,43.701157,-79.383144,11:50|28:8
1872,Davisville Ave at Cleveland St,43.702242,-79.377901,11:48|28:6
1874,Davisville Ave at Forman Ave,43.701721,-79.380502,11:49|28:7
1876,Davisville Ave at Mt Pleasant Rd,43.700417,-79.38676,11:51|28:9
1879,84 Davisville Ave - Salvation Army,43.699124,-79.393026,11:54|28:12
1883,Davisville Ave at Yonge St,43.698505,-79.395939,11:55|28:13
1885,Dawes Rd at Beth St,43.704516,-79.296462,23:9|404:29
1889,Dawes Rd at Dentonia Park Ave,43.692236,-79.29716,23:16
1891,Dawes Rd at Donora Dr South Side,43.700206,-79.297083,23:11|404:31
1892,Dawes Rd at Ferris Rd South Side,43.705884,-79.295669,23:8|404:28
1894,Dawes Rd at Goodwood Park Crt,43.694804,-79.297225,404:21
1895,Dawes Rd at Goodwood Park Crt,43.695251,-79.297513,23:14
1897,Dawes Rd at Gower St,43.702372,-79.297052,23:10|404:30
1898,Dawes Rd at Park Vista,43.697875,-79.296925,404:24
1901,Dawes Rd at Secord Ave,43.693621,-79.297316,23:15
1906,Denton Ave at St Dunstan Dr,43.693583,-79.285951,67:37
1913,Don Mills Rd at Chipping Rd,43.744603,-79.345239,25:28|325:45
1915,Don Mills Rd at Cliffwood Rd (North),43.806959,-79.356619,25:53|325:68
1917,Don Mills Rd at Cliffwood Rd (South) North Side,43.805381,-79.354928,25:52|325:67
1919,Don Mills Rd at Deerford Rd,43.785281,-79.35057,10:5|25:45|325:60
1920,Don Mills Rd at The Donway East (North),43.740691,-79.344191,25:27|325:44
1922,Don Mills Rd at The Donway East (South) North Side,43.732636,-79.342026,25:24|325:41|354:18
1923,Don Mills Rd at The Donway West (South),43.732335,-79.342295,191:20
1928,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,169:47
1929,Don Mills Rd at Fairview Mall Dr North Side,43.77953,-79.348701,10:3|25:43|325:58
1930,Don Mills Rd at Farmcote Rd North Side,43.74814,-79.346186,25:30|325:47
1933,Don Mills Rd at Freshmeadow Dr,43.808831,-79.358726,25:54|325:69
1934,Don Mills Rd at Gateway Blvd (North),43.7142,-79.336076,25:18|325:35
1936,Don Mills Rd at Gateway Blvd (South) North Side,43.710963,-79.33466,25:17|325:34|925:5
1938,Don Mills Rd at Godstone Rd,43.782682,-79.348922,10:4|25:44|325:59|925:15
1940,Don Mills Rd at Graydon Hall Dr,43.761635,-79.346994,25:35|325:52|925:12
1941,Don Mills Rd at Graydon Hall Pl,43.765093,-79.34674,25:36|325:53
1942,Don Mills Rd at Green Belt Dr North Side,43.727486,-79.340618,25:23|325:40|354:17|925:9
1944,Don Mills Rd at Kern Rd North Side,43.75035,-79.346828,25:31|325:48
1946,Don Mills Rd at Lawrence Ave East,43.736801,-79.34314,25:26|325:43|354:20|925:10
1948,Don Mills Rd at Legato Crt,43.746211,-79.345677,25:29|325:46
1949,Don Mills Rd at Leith Hill Rd North Side,43.777534,-79.347811,10:2|25:42|325:57
1952,Don Mills Rd at McNicoll Ave,43.799468,-79.353974,25:50|325:65|925:18
1955,Don Mills Rd at Moatfield Dr,43.758464,-79.346899,25:34|325:51
1956,Don Mills Rd at Mogul Dr,43.802406,-79.353199,25:51|325:66
1957,Opposite 1450 Don Mills Rd,43.752754,-79.346954,25:32|325:49
1959,Don Mills Rd at Parkway Forest Dr,43.769413,-79.346352,25:37|325:54|925:13
1961,Don Mills Rd at Clock Tower Rd,43.73428,-79.342483,25:25|325:42|354:19
1962,Don Mills Rd at Clock Tower Rd,43.734675,-79.342942,191:19
1966,Don Mills Rd at Premier Davis Blvd - Seneca Polytechnic,43.796264,-79.355054,25:49|325:64
1967,Don Mills Rd at Seneca Hill Dr,43.790161,-79.353964,25:47|325:62
1972,Don Mills Rd at St Dennis Dr,43.716388,-79.33703,25:19|325:36|925:6
1973,Don Mills Rd at St Dennis Dr,43.716659,-79.337512,72:3
1974,Don Mills Rd at Steeles Ave East,43.81104,-79.360513,25:55|325:70|925:19
1975,Don Mills Rd at Van Horne Ave,43.787246,-79.352783,25:46|325:61|925:16
1977,Don Mills Rd at Wynford Dr,43.722851,-79.339326,25:22|325:39|354:16
1978,Don Mills Rd at Wynford Dr,43.723169,-79.339832,403:12
1979,Don Mills Rd at York Mills Rd,43.755636,-79.346848,25:33|325:50|925:11
1981,16 The Donway East - Opposite Don Mills Collegiate,43.736053,-79.340644,162:2|403:7
1982,The Donway East at Don Mills Rd,43.732617,-79.341124,162:4
1983,The Donway East at Greenland Rd - Donway Place,43.734213,-79.340141,162:3|403:8
1984,The Donway East at Lawrence Ave East,43.73801,-79.341171,162:1
1990,The Donway West at Lawrence Ave East,43.736269,-79.346292,162:11|403:4
1991,The Donway West at Clock Tower Rd North Side,43.733429,-79.346994,162:10|403:3
1999,Driftwood Ave at Finch Ave West,43.757895,-79.513233,108:27
2007,Driftwood Ave at Wilmont Dr,43.759758,-79.515958,108:28
2009,Driftwood Ave at Yewtree Blvd,43.755335,-79.514038,108:26
2012,Driftwood Ave at Yorkwoods Gate,43.751397,-79.512586,108:25
2013,Dufferin St at Bloor St West - Dufferin Station,43.659958,-79.435506,29:33|329:47|929:13
2015,Dufferin St at Alma Ave,43.644682,-79.429661,29:40|329:54
2016,Dufferin St at Apex Rd South Side,43.716313,-79.455342,29:9|329:23
2017,Dufferin St at Ascot Ave,43.680238,-79.444056,29:25|329:39
2019,Dufferin St at Bentworth Ave,43.721949,-79.456556,29:6|329:20
2021,Dufferin St at Bowie Ave,43.698016,-79.451269,29:17|329:31
2023,Dufferin St at Briar Hill Ave,43.702508,-79.452277,29:15|329:29
2024,Dufferin St at Bridgeland Ave South Side,43.726345,-79.457682,29:4|329:18
2026,Dufferin St at Castlefield Ave,43.700952,-79.451951,29:16|329:30|929:7
2032,Dufferin Gate Loop,43.634401,-79.425872,29:46|329:60|929:22
2034,Dufferin St at College St,43.652658,-79.432662,29:37|329:51|929:16
2035,Dufferin St at Croatia St South Side,43.658039,-79.434742,29:34|329:48
2039,Dufferin St at Davenport Rd,43.673079,-79.441106,29:28|329:42|929:11
2041,Dufferin St at Dundas St West,43.649807,-79.431591,29:38|329:52|929:17
2044,Dufferin St at Dupont St South Side,43.668082,-79.43895,29:30|329:44|929:12
2046,Dufferin St at Eglinton Ave West,43.695717,-79.450479,29:18|329:32|929:8
2049,Dufferin St at Eversfield Rd South Side,43.687023,-79.446808,29:22|329:36
2054,Dufferin St at Glencairn Ave,43.707138,-79.453371,29:13|329:27|929:6
2056,Dufferin St at Glengrove Ave,43.709102,-79.453783,29:12|329:26
2058,Dufferin St at Gordon St,43.646893,-79.43048,29:39|329:53
2060,Dufferin St at Holmesdale Rd,43.688777,-79.44751,29:21|329:35
2061,Dufferin St at Hope St,43.682439,-79.444935,29:24|329:38
2064,Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre,43.724737,-79.457304,29:5|329:19|929:3
2067,Dufferin St at King St West,43.63907,-79.427505,29:43|329:57|929:19
2068,Dufferin St at Lappin Ave South Side,43.666082,-79.438076,29:31|329:45
2070,Dufferin St at Lawrence Ave West,43.714241,-79.454916,29:10|329:24|929:5
2072,Dufferin St at Liberty St,43.637414,-79.426893,29:44|329:58|929:20
2074,Dufferin St at Melbourne Ave,43.640638,-79.428104,29:42|329:56
2076,Dufferin St at Orfus Rd,43.720555,-79.456276,29:7|329:21|929:4
2078,Dufferin St at Playfair Ave,43.710983,-79.454179,29:11|329:25
2079,Dufferin St at Preston Rd South Side,43.690529,-79.448215,29:20|329:34
2083,Dufferin St at Rogers Rd,43.685674,-79.446257,29:23|329:37|929:9
2085,Dufferin St at Auburn Ave,43.675622,-79.442182,29:27|329:41
2086,Dufferin St at Rowan Ave,43.692263,-79.448915,29:19|329:33
2087,Dufferin St at Samor Rd South Side,43.71788,-79.455672,29:8|329:22
2089,Dufferin St at Shanly St,43.663251,-79.436864,29:32|329:46
2092,Dufferin St at Springhurst Ave,43.635014,-79.425934,29:45|329:59|929:21
2094,Dufferin St at St Clair Ave West,43.678395,-79.443316,29:26|329:40|929:10
2099,Dufferin St at Sylvan Ave,43.654788,-79.433476,29:36|329:50|929:15
2105,Dufferin St at Whitley Ave,43.729347,-79.458372,29:3|329:17
2107,Dufferin St at Wilson Ave South Side,43.731126,-79.458778,29:2|329:16|929:2
2137,Dundas St West at Acorn Ave,43.637002,-79.539088,123:35
2138,Dundas St West at Acorn Ave,43.637518,-79.539041,111:2|112:2
2139,Dundas St West at Aukland Rd,43.638232,-79.538008,123:36
2149,Dundas St West at East Mall Cres,43.630726,-79.549041,111:7|112:7|900:2|927:2
2167,Dundas St West at Howard Park Ave,43.652232,-79.448522,402:13
2170,Dundas St West at Lansdowne Ave,43.650111,-79.440135,402:16
2178,Dundas St West at Paulart Dr,43.631321,-79.546629,111:6|112:6
2180,Dundas St West at Subway Cres,43.635838,-79.5401,123:34
2181,Dundas St West at Roncesvalles Ave East Side,43.65348,-79.451258,402:12
2184,Dundas St West at Shaver Ave South,43.632336,-79.544636,111:5|112:5
2195,Dundas St West at Wilmar Rd,43.634088,-79.541828,123:33
2196,Dundas St West at Wilmar Rd,43.634928,-79.541384,111:4|112:4
2198,615 The East Mall,43.657031,-79.566765,111:18
2200,366 The East Mall,43.643546,-79.558701,300:112
2201,The East Mall at Bloor St West,43.636832,-79.556401,111:10
2203,The East Mall at Burnhamthorpe Rd South Side,43.645908,-79.56,300:111
2204,The East Mall at Burnhamthorpe Rd,43.646093,-79.559717,111:14
2205,The East Mall at Capri Rd North Side,43.652678,-79.563094,111:16
2209,The East Mall at Eglinton Ave West,43.671689,-79.571002,111:23
2211,The East Mall at Gordon Park Dr,43.634103,-79.556423,111:9
2212,The East Mall at Keane Ave North Side,43.649208,-79.560313,111:15
2216,The East Mall at Rathburn Rd,43.654763,-79.563999,111:17
2219,The East Mall at Talgarth Rd,43.662526,-79.570449,111:20
2220,The East Mall at Valhalla Inn Rd North Side,43.641893,-79.557673,111:12
2221,The East Mall at Valhalla Inn Rd,43.641605,-79.557891,300:113
2223,The East Mall at West Deane Park Dr,43.65915,-79.56893,111:19
2224,The East Mall at West Deane Valley Rd,43.666704,-79.572201,111:21
2227,The East Mall at Yarn Rd,43.632288,-79.553477,111:8
2228,East York Acres Parking Lot at Haldon Ave,43.697877,-79.311402,87:11
2234,Eglinton Ave East at Banff Rd,43.709914,-79.382341,334:8|34:7|354:7|51:7|54:7
2235,Eglinton Ave East at Banff Rd,43.710122,-79.38211,56:23
2238,Eglinton Ave East at Bayview Ave,43.710886,-79.377428,334:9|34:8|354:8|51:8|54:8
2239,Eglinton Ave East at Bayview Ave,43.711241,-79.376822,56:22
2241,Eglinton Ave East at Beachell St,43.742332,-79.222161,116:10|334:42
2242,Eglinton Ave East at Beachell St,43.742641,-79.221935,386:24|86:26
2244,Eglinton Ave East at Bellamy Rd North - Eglinton GO Station,43.740039,-79.23221,116:8|334:40|905:3
2246,Eglinton Ave East at Bermondsey Rd,43.725907,-79.3138,334:20
2249,Eglinton Ave East at Birchmount Rd,43.729763,-79.278138,334:28
2252,Eglinton Ave East at Brentcliffe Rd,43.714457,-79.359905,334:14|34:13|354:13|51:13|54:13
2256,Eglinton Ave East at Cedar Dr,43.743769,-79.215702,116:12|334:44
2257,Eglinton Ave East at Cedar Dr,43.744094,-79.215486,386:22|86:24
2258,Eglinton Ave East at Credit Union Dr,43.725943,-79.318405,334:19
2259,Eglinton Ave East at Danforth Rd,43.736844,-79.246727,116:5|334:37|905:2
2260,Eglinton Ave East at Danforth Rd,43.737338,-79.245756,386:29|86:31
2262,Eglinton Ave East at Don Mills Rd,43.720195,-79.339257,334:16
2266,Eglinton Ave East at Don Valley Pkwy West Side,43.722411,-79.332206,334:17
2268,Eglinton Ave East at Dunfield Ave,43.707504,-79.394948,56:27
2269,Eglinton Ave East at Falcon St West Side,43.709168,-79.386703,56:24
2270,Eglinton Ave East at Forman Ave,43.709106,-79.38633,334:7|34:6|354:6|51:6|54:6
2271,Eglinton Ave East at Lebovic Ave,43.726723,-79.291936,334:25
2275,Eglinton Ave East at Ionview Rd,43.731214,-79.271714,334:30
2277,Eglinton Ave East at Jonesville Cres East Side,43.724829,-79.306245,334:21
2282,Eglinton Ave East at Kingston Rd West Side,43.744079,-79.212339,386:21|86:23
2283,Eglinton Ave East at Kingston Rd,43.743796,-79.212135,116:13|334:45
2284,Eglinton Ave East at Laird Dr East Side,43.713677,-79.363762,334:13|34:12|354:12|51:12|54:12
2285,Eglinton Ave East at Laird Dr West Side,43.713582,-79.365203,56:18
2288,Eglinton Ave East at Markham Rd West Side,43.743168,-79.219635,386:23|86:25
2290,Eglinton Ave East at Mason Rd,43.741584,-79.225483,116:9|334:41
2292,Eglinton Ave East at McCowan Rd,43.738651,-79.238637,116:6|334:38
2293,Eglinton Ave East at McCowan Rd,43.73901,-79.238255,386:28|86:30
2295,Eglinton Ave East at Mt Pleasant Rd,43.708536,-79.389991,56:25
2304,Eglinton Ave East at Redpath Ave,43.707755,-79.392936,103:5|334:5|34:4|354:4|51:4|54:4|74:5
2305,Eglinton Ave East at Redpath Ave,43.707987,-79.392646,56:26
2306,Eglinton Ave East at Rosemount Dr,43.730673,-79.273945,334:29
2308,Eglinton Ave East at Rumsey Rd,43.712456,-79.369755,334:11|34:10|354:10|51:10|54:10
2309,Eglinton Ave East at Rumsey Rd,43.712675,-79.369465,56:20
2310,Eglinton Ave East at Sinnott Rd,43.72919,-79.280808,334:27
2312,Eglinton Ave East at Sutherland Dr,43.712965,-79.367323,334:12|34:11|354:11|51:11|54:11
2313,Eglinton Ave East at Sutherland Dr,43.713201,-79.36698,56:19
2319,Eglinton Ave East at Warden Ave,43.727633,-79.287859,334:26
2321,Eglinton Ave East at Wynford Dr,43.72404,-79.32621,334:18
2324,Eglinton Ave West at Avenue Rd West Side,43.704544,-79.409134,32:6
2326,Eglinton Ave West at Bathurst St,43.700837,-79.42578,332:44
2327,Eglinton Ave West at Bathurst St,43.701254,-79.424599,32:13
2328,Eglinton Ave West at Bemersyde Dr,43.678401,-79.545008,332:16|405:5
2330,Eglinton Ave West at Municipal Dr - York Civic Centre,43.689752,-79.477026,32:28
2331,Eglinton Ave West at Black Creek Dr,43.688149,-79.483113,161:3|164:3|168:3|332:27
2332,Eglinton Ave West at Blackthorn Ave,43.691842,-79.465459,332:33
2334,Eglinton Ave West at Caledonia Rd,43.692905,-79.462355,332:34
2335,Eglinton Ave West at Caledonia Rd,43.693177,-79.46177,32:24
2336,Eglinton Ave West at Castle Knock Rd,43.704064,-79.4114,32:7
2337,Eglinton Ave West at Ronald Ave,43.694247,-79.456973,32:23
2340,Eglinton Ave West at Dufferin St,43.69558,-79.450496,332:37
2341,Eglinton Ave West at Dufferin St,43.695788,-79.450072,32:21
2342,Eglinton Ave West at Duplex Ave,43.706175,-79.400656,13:26|332:53|61:23
2343,Eglinton Ave West at The East Mall,43.671654,-79.571438,332:12
2344,Eglinton Ave West at The East Mall,43.672032,-79.571143,32:45
2346,Eglinton Ave West at Elmsthorpe Ave,43.703986,-79.411032,332:49
2349,Eglinton Ave West at Ennerdale Rd,43.694869,-79.453583,332:36
2350,Eglinton Ave West at Ennerdale Rd,43.695064,-79.453323,32:22
2351,Eglinton Ave West at Gardiner Rd,43.702096,-79.419973,332:46
2355,Eglinton Ave West at Glen Cedar Rd,43.699728,-79.431124,332:43
2357,Eglinton Ave West at Glenholme Ave,43.696671,-79.445418,332:39
2358,Eglinton Ave West at Glenholme Ave,43.696854,-79.445081,32:19
2359,Eglinton Ave West at Heddington Ave,43.703573,-79.413714,32:8
2360,Eglinton Ave West at Henning Ave,43.706201,-79.401309,32:3
2362,Eglinton Ave West at Islington Ave,43.679694,-79.539177,332:17
2363,Eglinton Ave West at Islington Ave,43.679988,-79.538778,32:40
2366,Eglinton Ave West at Jane St East Side,43.68452,-79.498076,332:24
2368,Eglinton Ave West at Keele St East Side,43.690316,-79.473978,332:30
2369,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475292,332:29
2370,Eglinton Ave West at Kipling Ave,43.677014,-79.551181,332:15|405:4
2371,Eglinton Ave West at Kipling Ave,43.677368,-79.550642,32:42
2374,Eglinton Ave West at Lascelles Blvd East Side,43.705641,-79.403203,13:25|332:52|61:22
2375,Eglinton Ave West at Lascelles Blvd,43.705725,-79.403558,32:4
2377,Eglinton Ave West at Lloyd Manor Rd,43.675433,-79.558022,332:14
2378,Eglinton Ave West at Jimmy Wisdom Way,43.696414,-79.447136,32:20
2379,Eglinton Ave West at Marlee Ave,43.697932,-79.439508,332:41
2380,Eglinton Ave West at Marlee Ave,43.698127,-79.439204,32:17|363:2|63:2|90:2
2381,Eglinton Ave West at Martin Grove Rd,43.674662,-79.562929,32:44
2382,Eglinton Ave West at Martin Grove Rd East Side,43.67442,-79.562591,332:13
2387,Eglinton Ave West at Northcliffe Blvd,43.696164,-79.447778,332:38
2388,Eglinton Ave West at Oakwood Ave,43.697197,-79.442946,332:40
2389,Eglinton Ave West at Oakwood Ave,43.697418,-79.442561,32:18
2390,Eglinton Ave West at Old Forest Hill Rd East Side,43.701517,-79.422636,332:45
2391,Eglinton Ave West at Old Forest Hill Rd,43.701626,-79.42291,32:12
2392,Eglinton Ave West at Old Park Rd,43.699989,-79.430703,32:14
2394,Eglinton Ave West at Oriole Pkwy East Side,43.705148,-79.405541,13:24|332:51|61:21
2395,Eglinton Ave West at Oriole Pkwy,43.705239,-79.40593,32:5
2399,Eglinton Ave West at Renforth Dr East Side,43.666543,-79.587065,332:10
2402,Eglinton Ave West at Royal York Rd,43.682131,-79.526845,332:19
2403,Eglinton Ave West at Royal York Rd,43.68247,-79.526336,32:38
2404,Eglinton Ave West at Eden Valley Dr,43.680945,-79.533052,332:18
2406,Eglinton Ave West at Scarlett Rd,43.683789,-79.511557,332:22|405:35
2407,Eglinton Ave West at Scarlett Rd,43.6841,-79.511249,32:36
2409,Eglinton Ave West at Richardson Ave,43.691058,-79.471319,32:26
2410,Eglinton Ave West at Spadina Rd,43.702476,-79.418838,32:10
2414,Eglinton Ave West at Trethewey Dr/Keele St,43.690375,-79.474368,32:27
2415,Eglinton Ave West at Vesta Dr,43.702097,-79.420708,32:11
2416,Eglinton Ave West at Walkway to Rangoon Rd,43.670474,-79.577739,332:11
2417,Eglinton Ave West at Opposite Walkway to Rangoon Rd,43.670682,-79.577791,32:46
2419,Eglinton Ave West at Weston Rd,43.687153,-79.489369,171:18|32:31
2421,Eglinton Ave West at Widdicombe Hill Blvd West Side,43.675664,-79.558038,32:43
2423,Emmett Ave at Verona Ave,43.688587,-79.503988,405:38
2424,85 Emmett Ave,43.687264,-79.506296,405:37
2426,120 Emmett Ave at Roadway to West Park Healthcare Centre,43.686434,-79.508669,405:36
2429,620 Evans Ave,43.610447,-79.550449,123:11|15:32|315:32
2430,Evans Ave at Arnold St West Side,43.616633,-79.520893,15:22|315:22
2434,Evans Ave at Brown's Line,43.61044,-79.549451,315:38
2435,Evans Ave at Brown's Line,43.610792,-79.549007,123:10|15:31|315:31
2437,Evans Ave at The East Mall,43.612047,-79.543583,15:29|315:29
2438,Evans Ave at Eastwick Rd West Side,43.617783,-79.51559,15:20|315:20
2440,Evans Ave at Gair Dr,43.609809,-79.552434,315:37
2441,Evans Ave at Gair Dr,43.610092,-79.551991,123:12|15:33|315:33
2445,Evans Ave at Horner Ave,43.617136,-79.518641,15:21|315:21
2446,Evans Ave at Islington Ave West Side,43.618229,-79.51288,15:19|315:19
2449,Evans Ave at Kipling Ave,43.616042,-79.524347,15:23|315:23
2451,Evans Ave at North Carson St,43.613104,-79.538677,15:27|315:27
2452,Evans Ave at Sheldon Ave West Side,43.61153,-79.545796,15:30|315:30
2454,Evans Ave at Sherway Gate West Side,43.609022,-79.556933,123:13|123:17|15:34|315:34
2456,Evans Ave at Treeview Dr,43.61365,-79.536222,15:26|315:26
2458,400 Evans Ave,43.615379,-79.528493,15:24|315:24
2461,Faywood Blvd at Joel Swirsky Blvd South Side,43.745325,-79.449224,104:23
2462,Faywood Blvd at Ansford Ave,43.735933,-79.446771,104:28
2464,Faywood Blvd at Bainbridge Ave,43.74825,-79.449868,104:22
2466,Faywood Blvd at Clanton Park Rd,43.743861,-79.448893,104:24
2467,Faywood Blvd at Dresden Rd,43.741404,-79.448055,104:25
2468,Faywood Blvd at Faith Ave,43.739215,-79.447563,104:26
2470,Faywood Blvd at Goodwill Ave,43.737002,-79.447053,104:27
2473,Faywood Blvd at Reiner Rd,43.749763,-79.450397,104:21
2483,Finch Ave East at Alexmuir Blvd,43.804819,-79.282003,339:22|39:21
2484,Finch Ave East at Baldoon Rd,43.815123,-79.232554,134:47
2486,Finch Ave East at Baylawn Dr,43.803284,-79.28868,339:24|39:23
2491,Finch Ave East at Birchmount Rd,43.799172,-79.305756,339:29|39:28|939:25
2492,Finch Ave East at Brahms Ave,43.792108,-79.357897,339:42|39:41
2495,Finch Ave East at Bridletowne Circle (East),43.797673,-79.312116,339:31|39:30
2496,Finch Ave East at Bridletowne Circle (West),43.796055,-79.319098,339:33|39:32
2498,Finch Ave East at Brimley Rd,43.80588,-79.277127,339:21|39:20|939:22
2503,Finch Ave East at Cherokee Blvd,43.793549,-79.336707,339:38|39:37
2508,Finch Ave East at Dudley Ave,43.781174,-79.409624,339:57|39:56
2511,Finch Ave East at Gaspe Rd,43.785871,-79.388957,339:50|39:49
2515,Finch Ave East at Kennedy Rd,43.801487,-79.29616,339:26|39:25|939:24
2517,Finch Ave East at Kenneth Ave,43.780577,-79.412214,339:58|39:57
2519,Finch Ave East at Leslie St - Old Cummer GO Station,43.790162,-79.369075,339:45|39:44|939:31
2521,Finch Ave East at Liszt Gate,43.790982,-79.362961,339:43|39:42
2523,Finch Ave East at Longmore St,43.782313,-79.404351,339:55|39:54
2526,Finch Ave East at Markham Rd,43.813199,-79.242764,134:34|339:13|39:12|939:16
2528,Finch Ave East at Maxome Ave,43.783459,-79.399176,339:53|39:52
2529,Finch Ave East at McCowan Rd,43.808227,-79.26627,339:18|39:17
2531,Finch Ave East at Walkway to Huntingdale Blvd,43.795052,-79.323292,339:34|39:33
2533,Finch Ave East at Middlefield Rd,43.810081,-79.257463,339:16|39:15|939:19
2535,Finch Ave East at Midland Ave,43.803931,-79.286077,339:23|39:22|939:23
2536,Finch Ave East at Page Ave West Side,43.786782,-79.384733,339:48|39:47
2539,Finch Ave East at Pharmacy Ave,43.794498,-79.325792,339:35|39:34|939:27
2540,Finch Ave East at Pineway Blvd,43.789319,-79.373112,339:46|39:45
2542,636 Finch Ave East (Plaza),43.787631,-79.380817,339:47|39:46
2544,Finch Ave East at Ravel Rd,43.790454,-79.365186,339:44|39:43
2545,Finch Ave East at Sandhurst Cir (East),43.809001,-79.262558,339:17|39:16|939:20
2548,Finch Ave East at Sandhurst Cir (West),43.807357,-79.270215,339:19|39:18
2549,Finch Ave East at Au Large Blvd - Seneca Polytechnic,43.793985,-79.349573,339:39|39:38|939:29
2552,Finch Ave East at Skymark Dr,43.793347,-79.352074,339:40|39:39
2553,Opposite 3501 Finch Ave East - St Aidan,43.798192,-79.309772,339:30|39:29
2560,Finch Ave East at Tiffield Rd,43.811034,-79.252626,339:15|39:14|939:18
2561,Opposite 5600 Finch Ave East,43.813554,-79.239965,134:45
2562,5600 Finch Ave East,43.813699,-79.240113,134:33|339:12|39:11|939:15
2563,Finch Ave East at Tollerton Ave,43.786413,-79.386577,339:49|39:48
2566,Finch Ave East at Victoria Park Ave,43.793308,-79.331145,339:37|39:36|939:28
2568,Finch Ave East at Opposite Walkway East of Birchmount Rd,43.799792,-79.303031,339:28|39:27
2570,Finch Ave East at Warden Ave,43.79697,-79.315476,339:32|39:31|939:26
2571,Finch Ave East at Wayside Ave,43.80065,-79.299471,339:27|39:26
2573,Finch Ave East at Wilfred Ave,43.782881,-79.401773,339:54|39:53
2575,Finch Ave East at Willowdale Ave,43.781737,-79.406965,339:56|39:55|939:33
2576,Finch Ave East at Winlock Park,43.784179,-79.395886,339:52|39:51
2578,Finch Ave West at Albion Rd,43.740914,-79.589123,336:21
2580,Finch Ave West at Alexdon Rd East Side,43.764657,-79.485147,336:42|36:3
2583,Finch Ave West at Ardwick Blvd (East),43.748626,-79.55775,336:26
2584,Finch Ave West at Ardwick Blvd (West),43.747602,-79.562474,336:25
2589,Finch Ave West at Champagne Dr,43.767646,-79.471686,336:46|36:7
2590,Finch Ave West at Chesswood Dr,43.766456,-79.477022,336:44|36:5
2593,Finch Ave West at Driftwood Ave,43.757924,-79.513523,336:35
2594,Finch Ave West at Driftwood Ave,43.758188,-79.513256,806:5
2596,Finch Ave West at Duncanwoods Dr,43.748959,-79.557477,806:11
2597,Finch Ave West at Elana Dr,43.756605,-79.520829,336:33|99:6
2600,Finch Ave West at Halesia Dr,43.733636,-79.606898,927:9|96:65
2606,Finch Ave West at Jane St East Side,43.757192,-79.516982,336:34
2608,Finch Ave West at Jayzel Dr,43.75079,-79.548836,166:31
2609,Finch Ave West at Jayzel Dr,43.750455,-79.549378,336:28
2610,Finch Ave West at John Garland Blvd,43.735889,-79.595065,927:12
2612,Finch Ave West at Keele St,43.763298,-79.49133,336:40|36:1
2616,Finch Ave West at Martin Grove Rd,43.736624,-79.591871,336:20
2617,Finch Ave West at Martin Grove Rd,43.736947,-79.591363,806:17
2620,Finch Ave West at Milvan Dr,43.750105,-79.552105,166:32|806:10
2621,Finch Ave West at Norfinch Dr - Humber Reactivation Care,43.756133,-79.524087,806:7
2622,Finch Ave West at Oakdale Rd - Humber Reactivation Care,43.755759,-79.524467,336:32|99:5
2624,Finch Ave West at Pearldale Ave,43.747924,-79.562184,806:12
2625,Finch Ave West at Romfield Lane,43.762438,-79.493647,336:39
2627,Finch Ave West at Rumike Rd,43.749782,-79.552422,336:27
2628,Finch Ave West at Sentinel Rd,43.760891,-79.500169,336:38
2629,Finch Ave West at Sentinel Rd,43.761191,-79.499797,806:3
2632,1685 Finch Ave West - St Wilfred Cathoiic School,43.760174,-79.503471,336:37
2636,Finch Ave West at Tobermory Dr,43.759158,-79.507973,336:36
2637,Finch Ave West at Tobermory Dr,43.759379,-79.507788,806:4
2640,Finch Ave West at Westmore Dr,43.734502,-79.601178,927:11
2642,Finch Ave West at Weston Rd East Side,43.752042,-79.541706,336:30
2643,Finch Ave West at Weston Rd,43.752276,-79.542034,119:33
2646,Freshmeadow Dr at Don Mills Rd,43.809241,-79.358694,25:58|325:73|925:20
2651,Glenorchy Rd at Saintfield Ave North Side,43.728709,-79.364892,162:22
2653,Glenorchy Rd at Suncrest Dr North Side,43.725801,-79.363868,162:20
2663,Grandravine Dr at Driftwood Ave,43.749177,-79.510228,108:24
2668,Grandravine Dr at Keele St West Side,43.751972,-79.488763,108:12
2672,Grandravine Dr at Sentinel Rd,43.751779,-79.495535,108:14
2674,Guildwood Pkwy at Chancery Lane,43.747927,-79.197076,116:19|334:51
